Treatment,Metadata_treatment_old,Metadata_treatment_new,Drug_name,Metadata_dil_factor,Metadata_concentration_uM,drug_conc,Cell_count_poc,cell_count_POC_C2,cell_count_POC_C1,cell_count_POC_B,V1,V2,V3
treated,Sirtinol,sirtinol,sirtinol,0.03125,0.625,sirtinol_0.625_0.03125,0.782430213,0.839187706,0.842415317,0.506777894,0.957758287,-1.56366269,-2.513871108
treated,Sirtinol,sirtinol,sirtinol,0.0625,1.25,sirtinol_1.25_0.0625,0.659277504,0.711306257,0.726804124,0.491136601,0.933555769,-1.527466533,-3.000301904
treated,Daunorubicin HCl,daunorubicin,daunorubicin,0.125,0.625,daunorubicin_0.625_0.125,0.829328915,0.944817301,0.91194487,0.605291005,0.856290134,-1.734696324,-2.411258156
treated,Irinotecan,irinotecan,irinotecan,0.03125,0.625,irinotecan_0.625_0.03125,0.794946147,0.978374348,0.998468606,0.66031746,0.998744959,-1.785666561,-2.057866727
treated,Cytochalasin D,cytochalasin-d,cytochalasin-d,0.25,0.0125,cytochalasin-d_0.0125_0.25,0.642857143,0.441822173,0.499263623,0.825860271,0.483620504,-2.077158013,-5.281532128
treated,Gemcitabine,gemcitabine,gemcitabine,0.03125,0.625,gemcitabine_0.625_0.03125,0.658243579,0.520507084,0.581929556,0.529100529,0.441969229,-2.064521142,-5.353075469
treated,Gemcitabine,gemcitabine,gemcitabine,0.0625,1.25,gemcitabine_1.25_0.0625,0.435376968,0.350484713,0.411179173,0.498412698,0.454329939,-2.05451118,-5.36278925
treated,Gemcitabine,gemcitabine,gemcitabine,0.5,10,gemcitabine_10_0.5,0.37903894,0.343773304,0.395865237,0.594708995,0.40501156,-2.060746726,-5.317219154
treated,Gemcitabine,gemcitabine,gemcitabine,0.125,2.5,gemcitabine_2.5_0.125,0.373653687,0.336316182,0.391271057,0.575661376,0.375790148,-2.015272415,-5.306894834
treated,Gemcitabine,gemcitabine,gemcitabine,1,20,gemcitabine_20_1,0.412178956,0.344519016,0.38820827,0.496296296,0.404342403,-2.047796591,-5.358248014
treated,Gemcitabine,gemcitabine,gemcitabine,0.25,5,gemcitabine_5_0.25,0.396023198,0.319164802,0.382848392,0.542857143,0.352046142,-1.991904372,-5.33535164
treated,Mitoxantrone,mitoxantrone,mitoxantrone,0.0625,0.3125,mitoxantrone_0.3125_0.0625,0.661740558,0.492864984,0.531664212,0.647549531,0.3888397,-2.02768433,-5.186924407
treated,Mitoxantrone,mitoxantrone,mitoxantrone,0.125,0.625,mitoxantrone_0.625_0.125,0.502873563,0.401756312,0.46539028,0.642335766,0.426240466,-2.014728353,-5.283612315
treated,Mitoxantrone,mitoxantrone,mitoxantrone,0.25,1.25,mitoxantrone_1.25_0.25,0.41091954,0.360592755,0.433726068,0.604796663,0.504496923,-2.107668238,-5.386344322
treated,Mitoxantrone,mitoxantrone,mitoxantrone,0.5,2.5,mitoxantrone_2.5_0.5,0.455254516,0.382546652,0.402798233,0.544316997,0.552565364,-2.149602879,-5.477912376
treated,Mitoxantrone,mitoxantrone,mitoxantrone,1,5,mitoxantrone_5_1,0.446633826,0.368825467,0.371134021,0.548488008,0.527886665,-2.166249374,-5.471300194
treated,Flavopiridol,alvocidib,alvocidib,0.015625,0.3125,alvocidib_0.3125_0.015625,0.804059652,0.850111857,0.863705972,1.611640212,-0.154450218,-0.32326014,-2.118727068
treated,Lomustine,lomustine,lomustine,0.015625,0.3125,lomustine_0.3125_0.015625,0.85591133,0.934687157,0.905743741,0.854014599,-0.121532517,-0.284040999,-1.628157382
treated,Lomustine,lomustine,lomustine,0.03125,0.625,lomustine_0.625_0.03125,0.818965517,1.033479693,0.972017673,1.080291971,-0.20171612,-0.267457685,-2.013763334
treated,Lomustine,lomustine,lomustine,0.0625,1.25,lomustine_1.25_0.0625,0.951970443,0.973106476,0.927098675,0.930135558,-0.129136488,-0.240402509,-1.618580165
treated,Lomustine,lomustine,lomustine,0.5,10,lomustine_10_0.5,0.81773399,0.800768386,0.855670103,1.120959333,-0.326779548,-0.16595392,-1.851604458
treated,Lomustine,lomustine,lomustine,0.125,2.5,lomustine_2.5_0.125,0.894909688,0.923710209,0.931516937,0.952033368,-0.216967597,-0.115784957,-1.728607758
treated,Lomustine,lomustine,lomustine,1,20,lomustine_20_1,0.700328407,0.705817783,0.730486009,0.879040667,-0.378764634,-0.07586859,-1.863969988
treated,Bleomycin,bleomycin,bleomycin,0.015625,0.3125,bleomycin_0.3125_0.015625,0.746064623,0.81655481,0.844563553,1.356613757,-0.180417526,-0.299267048,-2.265768913
treated,Bleomycin,bleomycin,bleomycin,0.03125,0.625,bleomycin_0.625_0.03125,0.848798674,0.902311708,0.89280245,1.160846561,-0.222783172,-0.240441917,-2.209518323
treated,Bleomycin,bleomycin,bleomycin,0.0625,1.25,bleomycin_1.25_0.0625,0.79991715,0.978374348,0.934150077,1.308994709,-0.209045625,-0.258452572,-2.167134827
treated,Bleomycin,bleomycin,bleomycin,0.5,10,bleomycin_10_0.5,0.817315659,0.936614467,0.908882083,1.251851852,-0.233803658,-0.224890851,-2.210412649
treated,Bleomycin,bleomycin,bleomycin,0.125,2.5,bleomycin_2.5_0.125,0.933305717,1.017897092,1.0237366,1.26031746,-0.241847184,-0.20952481,-2.22918056
treated,Bleomycin,bleomycin,bleomycin,1,20,bleomycin_20_1,0.794117647,0.764354959,0.887442573,1.343915344,-0.218124721,-0.220754519,-2.185957599
treated,Bleomycin,bleomycin,bleomycin,0.25,5,bleomycin_5_0.25,0.701325601,0.909768829,0.879785605,1.322751323,-0.218901436,-0.2406568,-2.240430903
treated,Fluvastatin,fluvastatin,fluvastatin,0.015625,0.3125,fluvastatin_0.3125_0.015625,0.900656814,1.1064764,1.011782032,0.990615224,-0.16833993,-0.384101839,-1.356789437
treated,Fluvastatin,fluvastatin,fluvastatin,0.03125,0.625,fluvastatin_0.625_0.03125,0.847701149,0.958287596,0.938880707,0.839416058,-0.118472437,-0.225706621,-1.634803062
treated,Fluvastatin,fluvastatin,fluvastatin,0.0625,1.25,fluvastatin_1.25_0.0625,0.866995074,0.989571899,0.942562592,0.835245047,-0.108593122,-0.348174691,-1.525564398
treated,Fluvastatin,fluvastatin,fluvastatin,0.5,10,fluvastatin_10_0.5,0.701559934,0.941273326,0.892488954,0.871741397,-0.081957954,-0.455416745,-1.340745883
treated,Fluvastatin,fluvastatin,fluvastatin,0.125,2.5,fluvastatin_2.5_0.125,0.776683087,0.847420417,0.93078056,0.930135558,-0.043476567,-0.25146641,-1.507732104
treated,Fluvastatin,fluvastatin,fluvastatin,0.25,5,fluvastatin_5_0.25,0.825533662,0.818331504,0.899116348,0.815432742,-0.03416868,-0.456073096,-1.404094935
treated,Floxuridine,floxuridine,floxuridine,0.015625,0.3125,floxuridine_0.3125_0.015625,0.805716653,1.129753915,1.060490046,1.523809524,-0.030652926,-0.628518502,-2.189370548
treated,Floxuridine,floxuridine,floxuridine,0.03125,0.625,floxuridine_0.625_0.03125,0.815244408,1.037285608,1.003828484,1.537566138,-0.025093172,-0.599099436,-2.272553516
treated,Floxuridine,floxuridine,floxuridine,0.0625,1.25,floxuridine_1.25_0.0625,0.743579122,0.968680089,0.97856049,1.335449735,-0.018496171,-0.614694177,-2.275160695
treated,Floxuridine,floxuridine,floxuridine,0.5,10,floxuridine_10_0.5,0.57995029,0.866517524,0.928790199,0.828571429,-0.110216676,-0.330834228,-1.767473881
treated,Floxuridine,floxuridine,floxuridine,0.125,2.5,floxuridine_2.5_0.125,0.681441591,0.722595078,0.736600306,1.143915344,0.085162976,-0.710506192,-2.35393538
treated,Floxuridine,floxuridine,floxuridine,1,20,floxuridine_20_1,0.558409279,0.806860552,0.892036753,1.311111111,-0.055152521,-0.490803616,-2.070027193
treated,Floxuridine,floxuridine,floxuridine,0.25,5,floxuridine_5_0.25,0.608533554,0.84787472,0.791730475,1.114285714,-0.011597703,-0.588062634,-2.220567859
treated,Mitomycin C,mitomycin-c,mitomycin-c,0.015625,0.3125,mitomycin-c_0.3125_0.015625,0.677299089,0.791946309,0.882082695,0.696296296,0.987416077,-2.06449691,-2.754915303
treated,Mitomycin C,mitomycin-c,mitomycin-c,0.03125,0.625,mitomycin-c_0.625_0.03125,0.708367854,0.717375093,0.788667688,0.64973545,0.986431257,-2.260900888,-2.87260997
treated,Mitomycin C,mitomycin-c,mitomycin-c,0.0625,1.25,mitomycin-c_1.25_0.0625,0.682684341,0.79567487,0.864471669,0.705820106,0.981364443,-2.151081846,-2.781384935
treated,Mitomycin C,mitomycin-c,mitomycin-c,0.125,2.5,mitomycin-c_2.5_0.125,0.638773819,0.763609247,0.812404288,0.71957672,1.019598817,-2.323561994,-2.934928148
treated,Mitomycin C,mitomycin-c,mitomycin-c,0.25,5,mitomycin-c_5_0.25,0.590306545,0.642058166,0.745788668,0.6,1.014940304,-2.388173477,-2.937083154
treated,Trichostatin A (TSA),trichostatin-a,trichostatin-a,0.03125,0.625,trichostatin-a_0.625_0.03125,0.736536868,0.876957494,0.941807044,0.500529101,0.932024109,-1.935364173,-2.555962446
treated,Trichostatin A (TSA),trichostatin-a,trichostatin-a,0.0625,1.25,trichostatin-a_1.25_0.0625,0.496685998,0.695003729,0.772588055,0.516402116,1.206364846,-2.482593735,-3.273224139
treated,Trichostatin A (TSA),trichostatin-a,trichostatin-a,0.125,2.5,trichostatin-a_2.5_0.125,0.466031483,0.518269948,0.618683002,0.585185185,1.134859474,-2.572315038,-3.224862526
treated,Monensin,monensin,monensin,0.015625,0.3125,monensin_0.3125_0.015625,0.74589491,0.964873765,0.931516937,0.691345151,0.995627587,-1.996148893,-2.807439616
treated,Monensin,monensin,monensin,0.03125,0.625,monensin_0.625_0.03125,0.60591133,0.692096597,0.698821797,0.713242961,1.171123455,-2.318374023,-3.100474765
treated,Monensin,monensin,monensin,0.0625,1.25,monensin_1.25_0.0625,0.503694581,0.683863886,0.642120766,0.779979145,1.262668329,-2.387980414,-3.37094627
treated,Monensin,monensin,monensin,0.5,10,monensin_10_0.5,0.33908046,0.391877058,0.405743741,0.641293014,1.248126165,-2.347226646,-3.465072911
treated,Monensin,monensin,monensin,0.125,2.5,monensin_2.5_0.125,0.421592775,0.540065862,0.411634757,0.617309698,1.239387381,-2.348937172,-3.448039186
treated,Monensin,monensin,monensin,0.25,5,monensin_5_0.25,0.375205255,0.379253568,0.421207658,0.617309698,1.241846482,-2.339459314,-3.52930902
treated,Desipramine,desipramine,desipramine,0.03125,0.625,desipramine_0.625_0.03125,0.550492611,0.834248079,0.817378498,0.640250261,1.024176217,-2.182480208,-2.849965578
treated,Desipramine,desipramine,desipramine,0.0625,1.25,desipramine_1.25_0.0625,0.488505747,0.782107574,0.771723122,0.617309698,1.0942784,-2.291905388,-2.967735149
treated,Desipramine,desipramine,desipramine,0.125,2.5,desipramine_2.5_0.125,0.480706076,0.620197585,0.651693667,0.571428571,1.14313416,-2.454413311,-3.284316477
treated,Daunorubicin HCl,daunorubicin,daunorubicin,0.25,1.25,daunorubicin_1.25_0.25,0.456917978,0.63310962,0.645482389,0.617989418,1.141731055,-2.550637009,-3.271561644
treated,Irinotecan,irinotecan,irinotecan,0.0625,1.25,irinotecan_1.25_0.0625,0.732394366,0.834451902,0.849157734,0.641269841,0.983546777,-2.033139899,-2.621478897
treated,Irinotecan,irinotecan,irinotecan,0.5,10,irinotecan_10_0.5,0.591963546,0.709917972,0.694486983,0.771428571,1.156412906,-2.360860829,-3.302985288
treated,Irinotecan,irinotecan,irinotecan,0.125,2.5,irinotecan_2.5_0.125,0.665285833,0.812080537,0.820061256,0.621164021,1.048306799,-2.212170965,-2.85572027
treated,Irinotecan,irinotecan,irinotecan,1,20,irinotecan_20_1,0.611847556,0.624161074,0.660030628,0.741798942,1.053874271,-2.524662302,-3.159763153
treated,Irinotecan,irinotecan,irinotecan,0.25,5,irinotecan_5_0.25,0.63960232,0.772557793,0.790199081,0.665608466,1.123985265,-2.372430302,-3.05384647
treated,Golgicide A,golgicide-A,golgicide-A,1,20,golgicide-A_20_1,0.565865783,0.807606264,0.777947933,0.832804233,0.067383137,0.276397018,-1.690153161
treated,Antimycin A,antimycin-a,antimycin-a,0.125,1.25,antimycin-a_1.25_0.125,0.64408867,0.768935236,0.715758468,0.811261731,-0.06004842,0.445253368,-1.772332979
treated,Antimycin A,antimycin-a,antimycin-a,1,10,antimycin-a_10_1,0.507389163,0.591657519,0.539764359,0.739311783,8.36E-05,0.46137434,-1.797816076
treated,Antimycin A,antimycin-a,antimycin-a,0.25,2.5,antimycin-a_2.5_0.25,0.587438424,0.656970362,0.659793814,0.72367049,-0.039920587,0.48818723,-1.771855091
treated,Antimycin A,antimycin-a,antimycin-a,0.5,5,antimycin-a_5_0.5,0.496715928,0.62349067,0.625920471,0.660062565,-0.06957445,0.482036731,-1.843331895
treated,FCCP,FCCP,FCCP,1,20,FCCP_20_1,0.703811102,0.670395227,0.650842266,0.617989418,-0.073261848,0.630199055,-1.601905944
treated,Lomustine,lomustine,lomustine,0.25,5,lomustine_5_0.25,1.022988506,1.347969265,1.024300442,1.222106361,-0.513173827,1.101968888,-1.841365674
treated,Methotrexate,methotrexate,methotrexate,0.015625,0.078125,methotrexate_0.078125_0.015625,0.782430213,0.855104281,0.921944035,0.761209593,-0.444043432,1.147041927,-1.826512797
treated,Methotrexate,methotrexate,methotrexate,0.03125,0.15625,methotrexate_0.15625_0.03125,0.69909688,0.710208562,0.799705449,0.757038582,-0.44354883,1.163820458,-1.815490782
treated,Methotrexate,methotrexate,methotrexate,0.0625,0.3125,methotrexate_0.3125_0.0625,0.705254516,0.773874863,0.837997054,0.663190824,-0.407258966,1.122103337,-1.794648831
treated,Methotrexate,methotrexate,methotrexate,0.125,0.625,methotrexate_0.625_0.125,0.696223317,0.77881449,0.850515464,0.807090719,-0.444798896,1.176962377,-1.839655287
treated,Methotrexate,methotrexate,methotrexate,0.25,1.25,methotrexate_1.25_0.25,0.6908867,0.684961581,0.728276878,0.808133472,-0.395899155,1.115327655,-1.819007082
treated,Methotrexate,methotrexate,methotrexate,0.5,2.5,methotrexate_2.5_0.5,0.689244663,0.591108672,0.6634757,0.779979145,-0.421254406,1.218843434,-1.802874861
treated,Methotrexate,methotrexate,methotrexate,1,5,methotrexate_5_1,0.560755337,0.466520307,0.497054492,0.747653806,-0.447512671,1.185856235,-1.902618935
treated,Brefeldin A,brefeldin-a,brefeldin-a,0.015625,0.3125,brefeldin-a_0.3125_0.015625,0.542667771,0.747949292,0.698315467,0.53015873,-0.902518871,-2.296256405,-5.208954995
treated,Brefeldin A,brefeldin-a,brefeldin-a,0.03125,0.625,brefeldin-a_0.625_0.03125,0.544739022,0.668158091,0.696784074,0.567195767,-0.948464438,-2.330998056,-5.229155573
treated,Brefeldin A,brefeldin-a,brefeldin-a,0.0625,1.25,brefeldin-a_1.25_0.0625,0.527340514,0.736763609,0.660796325,0.55026455,-0.948301063,-2.327447447,-5.228809145
treated,Brefeldin A,brefeldin-a,brefeldin-a,0.5,10,brefeldin-a_10_0.5,0.644159072,0.708426547,0.584226646,0.543915344,-0.933410099,-2.324869065,-5.225106577
treated,Brefeldin A,brefeldin-a,brefeldin-a,0.125,2.5,brefeldin-a_2.5_0.125,0.584092792,0.630872483,0.616385911,0.573544974,-1.022082891,-2.415788056,-5.299155352
treated,Brefeldin A,brefeldin-a,brefeldin-a,1,20,brefeldin-a_20_1,0.576636288,0.586129754,0.529096478,0.556613757,-0.950898249,-2.339073454,-5.236137995
treated,Brefeldin A,brefeldin-a,brefeldin-a,0.25,5,brefeldin-a_5_0.25,0.585749793,0.721103654,0.632465544,0.515343915,-0.95670558,-2.344066797,-5.233541048
treated,Doxorubicin,doxorubicin,doxorubicin,0.015625,0.078125,doxorubicin_0.078125_0.015625,0.933305717,1.029828486,1.076569678,0.712169312,-0.298017834,1.286932215,-0.894134268
treated,Doxorubicin,doxorubicin,doxorubicin,0.03125,0.15625,doxorubicin_0.15625_0.03125,1.030654515,1.16256525,1.17381317,0.735449735,-0.286396519,1.252365609,-0.939657845
treated,Doxorubicin,doxorubicin,doxorubicin,0.0625,0.3125,doxorubicin_0.3125_0.0625,0.932477216,1.137211037,1.124808576,0.747089947,-0.281454776,1.241837297,-0.95772932
treated,Doxorubicin,doxorubicin,doxorubicin,0.125,0.625,doxorubicin_0.625_0.125,0.835542668,1.03803132,1.230474732,0.899470899,-0.209316381,1.071848311,-1.070811789
treated,Doxorubicin,doxorubicin,doxorubicin,0.25,1.25,doxorubicin_1.25_0.25,0.83968517,0.915734526,0.924961715,0.86031746,-0.294335725,1.276230646,-0.944003612
treated,Doxorubicin,doxorubicin,doxorubicin,0.5,2.5,doxorubicin_2.5_0.5,0.753935377,0.746457867,0.80704441,1.100529101,-0.388044447,1.043762441,-1.535152113
treated,Vincristine,vincristine,vincristine,0.015625,0.3125,vincristine_0.3125_0.015625,0.507870754,0.500372856,0.617151608,0.728042328,1.112575426,-2.531808991,-3.164728785
treated,Vincristine,vincristine,vincristine,0.03125,0.625,vincristine_0.625_0.03125,0.505799503,0.587621178,0.650842266,0.833862434,1.15293167,-2.548946688,-3.253784553
treated,Vincristine,vincristine,vincristine,0.0625,1.25,vincristine_1.25_0.0625,0.521541011,0.554064131,0.606431853,0.678306878,1.09669451,-2.537890672,-3.138012003
treated,Vincristine,vincristine,vincristine,0.5,10,vincristine_10_0.5,0.485915493,0.490678598,0.579632466,0.769312169,1.029810834,-2.593842235,-3.118390766
treated,Vincristine,vincristine,vincristine,0.125,2.5,vincristine_2.5_0.125,0.495857498,0.442207308,0.556661562,0.792592593,1.140693345,-2.609867411,-3.214267936
treated,Vincristine,vincristine,vincristine,1,20,vincristine_20_1,0.455675228,0.454138702,0.589586524,0.684656085,1.097495111,-2.642957056,-3.265218904
