"","feature","plate","F_r","P_r","F_c","P_c","Channel","Channel_color","feature_type","P_r_log","P_c_log"
"168","CircAvgInten_Perox","2B3",1.32787715504073,0.275980022195533,1.36585972771722,0.244721238115667,"Perox","panelB","int",-1.28742679923431,-1.40763551983688
"169","RingSpotTotalInten_Perox","1B1",0.70797089167771,0.735468047326699,0.840914509587368,0.652111043410964,"Perox","panelB","int",-0.307248183355857,-0.427540419576916
"170","RingSpotTotalInten_Perox","1B2",1.10248322364511,0.410123036607285,1.3157973448386,0.271479431485303,"Perox","panelB","int",-0.891298075015507,-1.30386890127982
"171","RingSpotTotalInten_Perox","1B3",2.50431904037688,0.0315955440699282,1.62977939486376,0.139843823534919,"Perox","panelB","int",-3.45473917877749,-1.96722902523676
"172","RingSpotTotalInten_Perox","2B1",0.872994009526234,0.590243256299318,1.50704396326898,0.181745453289012,"Perox","panelB","int",-0.527220528241768,-1.70514817917296
"173","RingSpotTotalInten_Perox","2B2",0.788459226764966,0.664302254130705,1.49696505806475,0.185679797268058,"Perox","panelB","int",-0.409018031074632,-1.68373160885165
"174","RingSpotTotalInten_Perox","2B3",1.41670121988855,0.234703376029583,0.64479668020181,0.837093347919978,"Perox","panelB","int",-1.44943279178216,-0.177819687925196
"175","RingSpotAvgInten_Perox","1B1",0.796306137176589,0.657353334810084,0.986987423989257,0.513123710309826,"Perox","panelB","int",-0.419533604740528,-0.667238312182108
"176","RingSpotAvgInten_Perox","1B2",1.22871764596824,0.329583355135239,1.96725730732519,0.0679404776426876,"Perox","panelB","int",-1.10992598241848,-2.68912328591398
"177","RingSpotAvgInten_Perox","1B3",1.64912510362814,0.152440977744838,0.727932814195852,0.762080771661843,"Perox","panelB","int",-1.88097778903196,-0.271702729356823
"178","RingSpotAvgInten_Perox","2B1",1.05947428919809,0.440752254511788,1.22219052884058,0.328434370475128,"Perox","panelB","int",-0.819272342545854,-1.11341824648109
"179","RingSpotAvgInten_Perox","2B2",1.81962412047972,0.110802669091729,2.63201669440795,0.0173193155148476,"Perox","panelB","int",-2.20000441568356,-4.05593289655675
